genes	log2FoldChange	pvalue	padj	mean_Baseline	mean_C3D1
ZNF155	0.104552087363961	0.772031377571228	0.899281599481331	110.416913614929	119.036118915308
ZNF184	0.0608096698466724	0.771912920214944	0.899281599481331	486.405440790117	509.114377701119
NPTN	0.0654470071294743	0.772635843726548	0.899638237920544	2352.05364478736	2460.80965648542
RTTN	-0.085260453639302	0.772625886424159	0.899638237920544	772.23951956405	729.47849522746
ERLIN1	-0.0709252302782256	0.772752366239767	0.899704196295879	1285.86157700754	1224.00203848617
MORF4L1	0.0586572215258558	0.772962514600934	0.899780444320239	3682.09799997151	3834.03174035033
ELF4	0.0671259441883233	0.773334921437198	0.8999678909921	707.170701661382	739.750640696378
NLRP2	-0.274422515278285	0.773323780905809	0.8999678909921	403.612113501971	333.830411767222
POLR1G	0.105766245069758	0.773412285913765	0.8999678909921	235.110060850165	253.727841962558
B4GAT1	0.0700579448525709	0.773884295552839	0.900023726429911	135.562551366533	140.864813635818
DYNC1LI1	0.0579452936917862	0.77389499949453	0.900023726429911	721.612876940324	751.602493620864
IDI1	-0.0864787391508561	0.773848643391512	0.900023726429911	1635.28966904415	1539.85458653217
RGP1	0.0694523330663206	0.773707074838961	0.900023726429911	887.443128596923	929.909264668444
SNHG32	0.0898171660678102	0.773726989134911	0.900023726429911	825.576354989823	880.247490597301
C4orf3	0.0812460296661991	0.774097405009707	0.900066435669655	2800.54464978498	2965.01376802636
OVOL1	0.196789590200552	0.774124663776114	0.900066435669655	448.975384550303	514.498214382191
FUNDC2	0.0682095344773388	0.774373487888354	0.900140516480015	740.169591279394	776.752030432304
IGFBP5	-0.171502380289703	0.77453603481696	0.900264258732059	3246.20211010018	2882.72513807514
FAM114A1	0.0686992674279494	0.774896807176366	0.900371068470773	1204.92489944295	1261.97520785849
GADD45A	0.114780007251206	0.774819345988562	0.900371068470773	506.831742492525	550.086724655062
RARRES2	0.211091908462762	0.774917436207964	0.900371068470773	202.144560050282	234.101360057543
TOMM34	-0.066739321109937	0.774875570846484	0.900371068470773	265.876163366135	254.864189554181
TWF1P1	-0.0900073390933947	0.775080970639136	0.900505006669963	142.062989158521	132.277669374641
CCNC	0.0742453352288896	0.775433247736211	0.900574260894752	1549.9185893058	1631.00306682639
RHOB	0.121801403435191	0.775527833570613	0.900574260894752	1974.23012054239	2148.32569603241
TMEM101	0.0544184813998137	0.775486041132019	0.900574260894752	338.720124961752	351.191750487169
CALD1	0.126247531660418	0.776149619594599	0.900956414688306	5282.82352220583	5767.06410287836
PTMAP2	-0.103608208843255	0.776101200116294	0.900956414688306	14.857790190908	14.3193749010247
ENOPH1	0.060480233251124	0.776511574127645	0.901164785062257	888.33484925452	929.702618594993
MTHFD1L	-0.102662636029943	0.77669418103791	0.901313023517873	552.039922026487	514.36404659421
FAM184A	-0.16886356282466	0.777158401357608	0.901571387586756	116.026112122323	103.205400953082
BST2	0.141772696953626	0.777712461532836	0.901877728680798	1129.8279409203	1247.34482832878
PIP4P1	0.0572538497565126	0.777680188196077	0.901877728680798	310.402465364898	325.898708444018
RFLNB	0.108557694538436	0.777613584767728	0.901877728680798	302.164517899525	326.677605862731
NADSYN1	-0.125298351548638	0.77788808259458	0.901940177172786	692.604635984663	632.976484650127
CRYBG1	0.0941488786489839	0.778065408380682	0.90195323527724	5147.87729428733	5496.38498714215
INTS12	0.0520251654080582	0.778067589938785	0.90195323527724	251.936904821041	262.907936319042
SELENOW	0.0875785245403573	0.777979489163463	0.90195323527724	1229.50916080914	1307.21576139154
APH1A	0.0546886650225396	0.77822460513784	0.902023177332263	2159.44174208895	2247.41600959689
C1orf74	0.151764527498242	0.778217974878965	0.902023177332263	808.08796609297	898.829240892264
RRN3	0.0501998087102551	0.778321682900602	0.902079664777964	1143.1042821889	1186.89503347065
PLA2G4E	-0.353269930981331	0.778535618886823	0.902150450279983	461.898831324289	361.681811673094
ZNF365	0.204561771092312	0.778466144561001	0.902150450279983	229.133696728484	264.884396689156
DGUOK	-0.0592233667091727	0.77888182817635	0.902336556389811	338.335264231584	322.984586798
MYO1E	0.0588915100460509	0.779253147894803	0.902542594483088	1842.55901652981	1918.26575214625
WWP2	-0.0682296904318967	0.779241433356789	0.902542594483088	557.002138054195	527.593964182254
RPL13	0.0900875460697326	0.779340408755552	0.902587638243458	9382.88561911699	9988.48818149383
TCP1	0.0705575524215891	0.779398206206455	0.902598555688726	3800.64500569029	3991.70963204782
TRMT44	0.0713091920030638	0.779467401396359	0.902622670352243	136.959857045516	143.485585694059
ABCB7	-0.0547505847385486	0.779582130540126	0.902699507035603	601.533035362247	579.399336791579
FAM53C	0.0535114524607444	0.779743961652745	0.902830871459433	727.659897517376	758.232815972456
CRYZL1	0.0694126185617923	0.780098160969638	0.902961072613207	229.354222223638	238.948570601372
MARS2	0.0660731461694298	0.780169788546709	0.902961072613207	247.748765640759	259.102371530501
RBBP9	0.0573739674320787	0.780150202082016	0.902961072613207	796.808501785757	829.517962929966
CDC37L1	0.0590068423573804	0.780459794384103	0.902994547651514	501.630136629335	522.44692366045
LRIG1	-0.142051892287806	0.780514419028471	0.902994547651514	870.867849014083	788.716777705035
RELT	0.103025271121787	0.780478593985402	0.902994547651514	133.251343987431	143.77845629926
RPE	-0.0568134223819807	0.780489116433956	0.902994547651514	1228.10424746065	1179.0493021024
ZNF138	0.0906026315407819	0.780470361639293	0.902994547651514	324.972841976753	346.293664713866
ATP5PD	-0.0943853884546708	0.780591840295493	0.903028130186851	2524.05156046222	2365.62296273576
BBS10	0.0605569644953445	0.780837070899661	0.903143850677969	472.667896173864	495.285045020449
MFAP3	0.054444956875807	0.780772110380436	0.903143850677969	1664.10116800287	1729.74524421422
PLIN3	0.104449888254765	0.780821938481495	0.903143850677969	977.211804597057	1046.59235661396
MOCS2	0.0727204813812177	0.781104519677817	0.903397194569733	463.768676282046	488.873684462331
FAM219A	-0.0659659033062599	0.781251134276268	0.903510763284484	320.605726763543	195.528172844095
ARNT	0.0510995580443449	0.781521896254367	0.903599887484137	1367.99676728451	1419.85379327092
KIAA1143P1	0.0662312660515332	0.781906677206464	0.903876756081813	39.2582358276705	40.160969627691
DPYSL3	-0.141333048025845	0.782070863818321	0.903977726130613	2181.64750035442	1978.66601305852
IFT52	0.0666904116102447	0.782135222257213	0.903977726130613	383.823546279895	403.115723325636
PLSCR1	-0.0950803909597616	0.782139356290394	0.903977726130613	2168.47524693657	2028.3148087708
MRTFA	-0.0863254534580639	0.782255816586054	0.904056332063407	362.950785221721	340.942022393315
FITM2	0.0645525278208364	0.782335963146498	0.904092962922751	216.154880427248	228.670818580761
COQ10B	0.0732676272949769	0.782929338088558	0.904474590225274	687.385401948823	721.913512797908
PGAP2	-0.077808132770473	0.78298421032325	0.904474590225274	274.981921694522	261.655175062804
RPL37	-0.0910857803223448	0.783041558413837	0.904474590225274	12780.296013788	11999.1318389063
VRK2	0.048433690086037	0.783053965974775	0.904474590225274	647.894210458226	671.533625259551
TXNL1	0.0561631226475398	0.783428368182085	0.904851036783715	1207.05015533824	1253.91042720927
CDC23	-0.0497044615505399	0.783692206506056	0.904875723866283	968.820732440356	939.222541571256
LIN54	-0.0710468389519737	0.783583789410535	0.904875723866283	1042.30965590042	993.406658961964
PCYOX1L	-0.0754351999386828	0.783628344921403	0.904875723866283	168.793835094402	161.43997316996
WASF3	-0.123150174664622	0.783754576975273	0.904891746464459	194.554316749083	179.186197290406
TFE3	-0.0664125814326124	0.783957219522171	0.905045199561565	385.982518665158	368.99472129025
PPP1R14BP3	-0.0921827083881764	0.784217189995483	0.905201828857832	43.0995757730327	40.6511479536982
AMOTL1	-0.110017290082363	0.784291372762396	0.905231460119151	2700.53784639748	2503.44291398157
CLEC2A	-0.415952318144779	0.784595080426391	0.90550525228012	41.6389269700953	31.2916026075681
SNORA74A	0.145262547125743	0.78489426822477	0.905703236972	234.236102682	255.307461321666
F8	-0.126500551277986	0.785230376682198	0.906035050017921	296.970872306984	272.804066568325
EZH1	-0.0683067538304126	0.785490697004625	0.906122534220029	519.443485195789	495.288612291957
IFI27L2	-0.0983231385022574	0.785526187208796	0.906122534220029	266.930857384411	250.066783752612
PIGT	-0.0628594955650062	0.785600105080355	0.906125476622538	771.05065138246	736.204979028849
NINJ1	0.124036109962816	0.785821305455287	0.906268576007148	232.276133308052	252.947428515227
UBAP1	-0.0544752834730758	0.786279802491116	0.906629247635434	943.337366540729	910.303558270785
CCNT2	-0.056533010158339	0.786347719182492	0.906648814692898	1300.08434102944	1250.16408356035
CNST	-0.0562848367729298	0.786393947792313	0.906648814692898	984.502513822734	945.731802628039
BPTFP1	0.150930491188014	0.786574526216846	0.906744305112514	30.2359145992731	32.4790109924184
CNOT10	0.0514957137575609	0.786700951857446	0.906744305112514	558.127404396299	576.463552134898
CWC15	0.0707850851709585	0.787183492701991	0.906744305112514	763.044640455541	802.661787058356
FARS2	0.0423727869388334	0.786954248629628	0.906744305112514	239.769722511104	245.333643833452
METTL14	0.0530483497398659	0.786846032499969	0.906744305112514	664.631136961215	691.194416060456
MPHOSPH6	0.0811228225282892	0.786816951743713	0.906744305112514	429.279574434349	455.308296236374
MTARC1	0.146414692966218	0.787173165275033	0.906744305112514	264.71740620646	293.467666721064
MYH10	0.101122619403798	0.786710575694303	0.906744305112514	1405.16973230574	1509.03592922477
PCCA	-0.0922305894263263	0.787153529145998	0.906744305112514	450.886214488447	421.525135280165
RBSN	-0.0398104929450624	0.78718458490093	0.906744305112514	803.019312963279	780.631578199648
ZNF589	0.0939274526452057	0.786747954658824	0.906744305112514	263.881417977315	281.96971049197
SCARNA7	-0.091016184036016	0.787430383199697	0.906799833258926	9661.74946842963	9069.51101232297
TCEAL3	0.100587518492832	0.787431767644782	0.906799833258926	100.601858951376	109.224170043429
USP10	0.0497135002777418	0.787305077387251	0.906799833258926	1427.06545902844	1479.94022515488
AK9	0.0938494811149343	0.787635584476113	0.906903616334954	118.516806917859	124.858409506796
RTP4	0.130232561291346	0.787634165706939	0.906903616334954	229.004145408477	250.567101850655
RPS23P8	-0.0968005691588972	0.787744543679532	0.906973109462582	169.975628423466	158.190816255333
NT5DC1	0.0602050518720916	0.787839165901377	0.906977156425377	836.561786543822	872.138119987649
PINK1	-0.0860001726083563	0.787893874901145	0.906977156425377	707.844542023601	665.787794071304
BLCAP	0.0702975350416617	0.787992341180692	0.9070345497768	1428.65826651596	1502.10718350136
C6orf132	-0.142818271743213	0.78828442269345	0.907205277095124	791.318587774771	716.742824897908
LONP2	-0.0556882768643876	0.788272902086039	0.907205277095124	2440.22323352755	2346.54458263994
RELCH	0.0742215689385987	0.788286514620597	0.907205277095124	1625.42271731666	1709.9793269657
DDX19B	0.0560864781268309	0.788502169583032	0.907346506372578	349.3346967391	359.60823418939
OSGEPL1	-0.066955829157665	0.789213315402376	0.907656114971238	176.031716673506	169.275101486526
SNRPEP2	-0.0893821647628652	0.789134103241134	0.907656114971238	19.7562732256276	19.0752679941411
TEF	0.0893191003563603	0.789174723000455	0.907656114971238	416.734521465181	444.835545237293
TYW1	0.0389931159903412	0.789082933508495	0.907656114971238	527.67888762383	539.067319140616
ZNF484	-0.0595046870808241	0.789150205785008	0.907656114971238	628.893544288204	604.161054041231
PARP1	-0.0572873753875196	0.789453028788082	0.907819899992951	3231.31403308891	3107.7796705391
KBTBD7	-0.0604386391695047	0.789557335930383	0.907883897489583	426.868196046032	409.116520089581
ACOT13	0.0639271931290067	0.789980947935662	0.908191362184863	358.723695337068	371.497092561141
AMOT	-0.149735364740715	0.790019410020616	0.908191362184863	342.216816625319	307.858151303798
ZNF189	-0.0620456263779419	0.789938800913537	0.908191362184863	642.581464207146	613.962415263564
PLCD1	-0.147561687459355	0.790122564388876	0.908253991960601	228.864687709473	206.451602305411
FAM133B	-0.0502444091468902	0.790309632971459	0.908318959600997	504.781598988467	489.283946232759
RP9	0.0543168065647441	0.790325114045112	0.908318959600997	135.970200525912	143.660117610165
AASDH	-0.0668110995972524	0.790681488789238	0.908444098241896	474.272812644489	452.973217861581
ALKBH3	0.0724783898251226	0.790687429743517	0.908444098241896	246.333195733895	256.400017240216
CCT3	-0.0598176325971399	0.790685375517083	0.908444098241896	4875.08780241932	4678.68687684947
WASF2	0.058125255971657	0.790565473779321	0.908444098241896	3102.17935031516	3232.40546728993
CHL1	0.197796485381303	0.790896581788667	0.908583053866863	929.645475197164	1066.7386536069
TIMM23	0.0413912104410881	0.790993124869624	0.908583053866863	725.51671552613	751.358623579181
PPP2R5A	0.0704403562879912	0.79106618543051	0.908611043957486	1511.10141734328	1586.96252847963
ARHGAP5	0.0680696913823899	0.791381007301154	0.908713307712485	7267.99409758491	7621.11096999489
ATP6V0D1	0.0841133773914296	0.791414150262978	0.908713307712485	888.388420162583	937.986122636694
DNM2	-0.0756560859792089	0.791348650900369	0.908713307712485	1329.16770609544	1256.02769708535
EIF2AK2	0.0691972001519391	0.791447410339941	0.908713307712485	4032.20515252674	4231.29785137855
ERCC8	0.0679992728271231	0.791396389524501	0.908713307712485	408.3221198223	429.396338615774
SLC39A6	0.0760650823742268	0.791396562237045	0.908713307712485	2739.79385811077	2890.67980652979
F8A3	-0.129588902197054	0.791759833661596	0.908848332684879	132.748283973373	122.096609273179
SLC16A6	0.146035454072427	0.791747628739173	0.908848332684879	123.334074052308	137.034105279275
TBC1D23	0.0619629491787455	0.791689156160747	0.908848332684879	1596.85299965179	1667.73591025383
MAGED2	0.0609465212318311	0.791968725978693	0.909032197008207	1205.1401623619	1254.93669448971
CLK1	0.0728528688942993	0.792111663638719	0.909084423611446	1383.094091	1455.48257668599
ZNF525	0.143650565545675	0.792255335404941	0.909193392291279	540.820272313043	597.652131847513
PHC1	-0.094239705061843	0.792473142470354	0.909275584977975	311.54850381843	290.950383126315
GEMIN2	0.0629768921847439	0.79252494549861	0.909279112334239	194.264178123917	205.748023157217
AP3S1	0.0641255987122664	0.792900123367576	0.909382643460828	1174.3098078547	1228.62257067336
CCDC59	-0.0442459599122861	0.792830820358476	0.909382643460828	442.813311802395	431.462451660424
GNG12	0.0866235232475771	0.792980782463674	0.909382643460828	5021.59737367193	5332.57312310263
RPL17P36	0.090016381927212	0.792958826512997	0.909382643460828	18.0448330471185	19.5475544428903
THTPA	-0.0860389754881493	0.793005057577416	0.909382643460828	113.297634209578	106.45517177511
SCYL2	0.0480992119742223	0.793266290245812	0.909458649298774	2490.66073929231	2573.41325471151
SNORA24	0.101946326337366	0.793221058138358	0.909458649298774	100.781873629525	104.733795503406
ZNF493	0.157326099408397	0.793183619187705	0.909458649298774	262.109227816713	291.087900340291
LSM12	0.0411402445475323	0.793588135756133	0.90965996763987	736.747129836102	758.875359188548
PIGV	0.060078539349974	0.793530284484114	0.90965996763987	340.072979742383	356.237564142433
RPL26L1	-0.0710369621326187	0.793578938739654	0.90965996763987	169.788000360137	162.146737526051
GLTPP1	-0.167962573535099	0.793668636725105	0.909696361258628	21.348824960163	19.1783574402948
RPS3P3	0.102389247689492	0.793728927586894	0.909699107353582	28.6352979301578	30.0981651137746
ORMDL3	0.0655235542313463	0.793851914580426	0.909738790522063	799.614477289047	836.590413178269
DNASE1L1	0.0821484309234215	0.794213828030584	0.909936020103194	401.565198058002	425.668021798045
RAB35	0.0521638925342942	0.79446289600864	0.909936020103194	644.529518357249	670.897391111094
TMEM260	0.0633024790220373	0.794311743166988	0.909936020103194	460.703301148839	482.298821989215
